CDS-chr,CDS-start,CDS-end,CDS-Ensembl_ID,CDS-UCSC_ID,CDS-UCSC_index,CDS-strand,CDS-gene_name,CDS-exon_unique_id,CDS-ORF-frame
chr11,71936028,71936210,ENST00000541756,uc001osf.3,0,+,INPPL1,uc001osf.3-0,2.0
chr11,71939233,71939297,ENST00000541756,uc001osf.3,1,+,INPPL1,uc001osf.3-1,1.0
chr11,71939391,71939542,ENST00000541756,uc001osf.3,2,+,INPPL1,uc001osf.3-2,1.0
chr11,71939770,71939891,ENST00000541756,uc001osf.3,3,+,INPPL1,uc001osf.3-3,1.0
chr11,71940133,71940274,ENST00000541756,uc001osf.3,4,+,INPPL1,uc001osf.3-4,0.0
chr11,71940508,71940602,ENST00000541756,uc001osf.3,5,+,INPPL1,uc001osf.3-5,1.0
chr11,71940706,71940796,ENST00000541756,uc001osf.3,6,+,INPPL1,uc001osf.3-6,0.0
chr11,71940967,71941063,ENST00000541756,uc001osf.3,7,+,INPPL1,uc001osf.3-7,0.0
chr11,71941164,71941315,ENST00000541756,uc001osf.3,8,+,INPPL1,uc001osf.3-8,1.0
chr11,71941405,71941512,ENST00000541756,uc001osf.3,9,+,INPPL1,uc001osf.3-9,2.0
chr11,71941839,71941942,ENST00000541756,uc001osf.3,10,+,INPPL1,uc001osf.3-10,1.0
chr11,71942036,71942233,ENST00000541756,uc001osf.3,11,+,INPPL1,uc001osf.3-11,2.0
chr11,71942541,71942659,ENST00000541756,uc001osf.3,12,+,INPPL1,uc001osf.3-12,1.0
chr11,71943283,71943380,ENST00000541756,uc001osf.3,13,+,INPPL1,uc001osf.3-13,1.0
chr11,71943669,71943808,ENST00000541756,uc001osf.3,14,+,INPPL1,uc001osf.3-14,1.0
chr11,71943918,71944018,ENST00000541756,uc001osf.3,15,+,INPPL1,uc001osf.3-15,1.0
chr11,71944118,71944207,ENST00000541756,uc001osf.3,16,+,INPPL1,uc001osf.3-16,2.0
chr11,71944484,71944566,ENST00000541756,uc001osf.3,17,+,INPPL1,uc001osf.3-17,1.0
chr11,71944698,71944788,ENST00000541756,uc001osf.3,18,+,INPPL1,uc001osf.3-18,0.0
chr11,71945324,71945438,ENST00000541756,uc001osf.3,19,+,INPPL1,uc001osf.3-19,0.0
chr11,71945570,71945659,ENST00000541756,uc001osf.3,20,+,INPPL1,uc001osf.3-20,2.0
chr11,71946159,71946247,ENST00000541756,uc001osf.3,21,+,INPPL1,uc001osf.3-21,1.0
chr11,71946339,71946495,ENST00000541756,uc001osf.3,22,+,INPPL1,uc001osf.3-22,0.0
chr11,71946718,71946797,ENST00000541756,uc001osf.3,23,+,INPPL1,uc001osf.3-23,1.0
chr11,71946889,71947030,ENST00000541756,uc001osf.3,24,+,INPPL1,uc001osf.3-24,0.0
chr11,71948167,71948840,ENST00000541756,uc001osf.3,25,+,INPPL1,uc001osf.3-25,1.0
chr11,71949085,71949219,ENST00000541756,uc001osf.3,26,+,INPPL1,uc001osf.3-26,2.0
chr11,71949306,71949397,ENST00000541756,uc001osf.3,27,+,INPPL1,uc001osf.3-27,1.0
chr11,92085278,92088570,ENST00000409404,uc001pdj.4,0,+,FAT3,uc001pdj.4-0,1.0
chr11,92257799,92258114,ENST00000409404,uc001pdj.4,1,+,FAT3,uc001pdj.4-1,0.0
chr11,92430549,92430611,ENST00000409404,uc001pdj.4,2,+,FAT3,uc001pdj.4-2,2.0
chr11,92495021,92495336,ENST00000409404,uc001pdj.4,3,+,FAT3,uc001pdj.4-3,0.0
chr11,92498044,92498255,ENST00000409404,uc001pdj.4,4,+,FAT3,uc001pdj.4-4,1.0
chr11,92507206,92507346,ENST00000409404,uc001pdj.4,5,+,FAT3,uc001pdj.4-5,2.0
chr11,92523108,92523384,ENST00000409404,uc001pdj.4,6,+,FAT3,uc001pdj.4-6,0.0
chr11,92525932,92526143,ENST00000409404,uc001pdj.4,7,+,FAT3,uc001pdj.4-7,1.0
chr11,92531001,92535075,ENST00000409404,uc001pdj.4,8,+,FAT3,uc001pdj.4-8,0.0
chr11,92538318,92538515,ENST00000409404,uc001pdj.4,9,+,FAT3,uc001pdj.4-9,2.0
chr11,92539527,92539681,ENST00000409404,uc001pdj.4,10,+,FAT3,uc001pdj.4-10,1.0
chr11,92543008,92543242,ENST00000409404,uc001pdj.4,11,+,FAT3,uc001pdj.4-11,0.0
chr11,92564787,92565177,ENST00000409404,uc001pdj.4,12,+,FAT3,uc001pdj.4-12,0.0
chr11,92568035,92568250,ENST00000409404,uc001pdj.4,13,+,FAT3,uc001pdj.4-13,2.0
chr11,92569731,92569869,ENST00000409404,uc001pdj.4,14,+,FAT3,uc001pdj.4-14,0.0
chr11,92570828,92570972,ENST00000409404,uc001pdj.4,15,+,FAT3,uc001pdj.4-15,0.0
chr11,92573727,92573925,ENST00000409404,uc001pdj.4,16,+,FAT3,uc001pdj.4-16,0.0
chr11,92577099,92577898,ENST00000409404,uc001pdj.4,17,+,FAT3,uc001pdj.4-17,1.0
chr11,92590379,92590514,ENST00000409404,uc001pdj.4,18,+,FAT3,uc001pdj.4-18,0.0
chr11,92592330,92592488,ENST00000409404,uc001pdj.4,19,+,FAT3,uc001pdj.4-19,2.0
chr11,92599906,92600375,ENST00000409404,uc001pdj.4,20,+,FAT3,uc001pdj.4-20,1.0
chr11,92613896,92614050,ENST00000409404,uc001pdj.4,21,+,FAT3,uc001pdj.4-21,1.0
chr11,92615903,92616559,ENST00000409404,uc001pdj.4,22,+,FAT3,uc001pdj.4-22,2.0
chr11,92620165,92620279,ENST00000409404,uc001pdj.4,23,+,FAT3,uc001pdj.4-23,0.0
chr11,92623656,92624279,ENST00000409404,uc001pdj.4,24,+,FAT3,uc001pdj.4-24,2.0
chr11,94153290,94153347,ENST00000323929,uc001peu.2,0,-,MRE11A,uc001peu.2-0,0.0
chr11,94163076,94163152,ENST00000323929,uc001peu.2,1,-,MRE11A,uc001peu.2-1,1.0
chr11,94168997,94169065,ENST00000323929,uc001peu.2,2,-,MRE11A,uc001peu.2-2,2.0
chr11,94170342,94170401,ENST00000323929,uc001peu.2,3,-,MRE11A,uc001peu.2-3,2.0
chr11,94178975,94179059,ENST00000323929,uc001peu.2,4,-,MRE11A,uc001peu.2-4,0.0
chr11,94180384,94180604,ENST00000323929,uc001peu.2,5,-,MRE11A,uc001peu.2-5,1.0
chr11,94189441,94189504,ENST00000323929,uc001peu.2,6,-,MRE11A,uc001peu.2-6,0.0
chr11,94192573,94192747,ENST00000323929,uc001peu.2,7,-,MRE11A,uc001peu.2-7,0.0
chr11,94194101,94194202,ENST00000323929,uc001peu.2,8,-,MRE11A,uc001peu.2-8,2.0
chr11,94197278,94197405,ENST00000323929,uc001peu.2,9,-,MRE11A,uc001peu.2-9,1.0
chr11,94200978,94201059,ENST00000323929,uc001peu.2,10,-,MRE11A,uc001peu.2-10,0.0
chr11,94203636,94203808,ENST00000323929,uc001peu.2,11,-,MRE11A,uc001peu.2-11,1.0
chr11,94204739,94204925,ENST00000323929,uc001peu.2,12,-,MRE11A,uc001peu.2-12,0.0
chr11,94209454,94209569,ENST00000323929,uc001peu.2,13,-,MRE11A,uc001peu.2-13,1.0
chr11,94211900,94212042,ENST00000323929,uc001peu.2,14,-,MRE11A,uc001peu.2-14,1.0
chr11,94212839,94212927,ENST00000323929,uc001peu.2,15,-,MRE11A,uc001peu.2-15,1.0
chr11,94219089,94219250,ENST00000323929,uc001peu.2,16,-,MRE11A,uc001peu.2-16,2.0
chr11,94223998,94224131,ENST00000323929,uc001peu.2,17,-,MRE11A,uc001peu.2-17,1.0
chr11,94225947,94225967,ENST00000323929,uc001peu.2,18,-,MRE11A,uc001peu.2-18,2.0
chr11,102195240,102196093,ENST00000263464,uc001pgx.3,1,+,BIRC3,uc001pgx.3-1,1.0
chr11,102196196,102196296,ENST00000263464,uc001pgx.3,2,+,BIRC3,uc001pgx.3-2,1.0
chr11,102198782,102198861,ENST00000263464,uc001pgx.3,3,+,BIRC3,uc001pgx.3-3,1.0
chr11,102199627,102199676,ENST00000263464,uc001pgx.3,4,+,BIRC3,uc001pgx.3-4,1.0
chr11,102201729,102201972,ENST00000263464,uc001pgx.3,5,+,BIRC3,uc001pgx.3-5,0.0
chr11,102206696,102206951,ENST00000263464,uc001pgx.3,6,+,BIRC3,uc001pgx.3-6,0.0
chr11,102207490,102207532,ENST00000263464,uc001pgx.3,7,+,BIRC3,uc001pgx.3-7,0.0
chr11,102207639,102207833,ENST00000263464,uc001pgx.3,8,+,BIRC3,uc001pgx.3-8,2.0
chr11,107880074,107880098,ENST00000393094,uc001pjv.3,0,+,CUL5,uc001pjv.3-0,0.0
chr11,107904527,107904637,ENST00000393094,uc001pjv.3,1,+,CUL5,uc001pjv.3-1,2.0
chr11,107916996,107917096,ENST00000393094,uc001pjv.3,2,+,CUL5,uc001pjv.3-2,1.0
chr11,107920616,107920793,ENST00000393094,uc001pjv.3,3,+,CUL5,uc001pjv.3-3,0.0
chr11,107923386,107923528,ENST00000393094,uc001pjv.3,4,+,CUL5,uc001pjv.3-4,1.0
chr11,107925373,107925519,ENST00000393094,uc001pjv.3,5,+,CUL5,uc001pjv.3-5,2.0
chr11,107925601,107925682,ENST00000393094,uc001pjv.3,6,+,CUL5,uc001pjv.3-6,0.0
chr11,107940822,107940916,ENST00000393094,uc001pjv.3,7,+,CUL5,uc001pjv.3-7,1.0
chr11,107943058,107943189,ENST00000393094,uc001pjv.3,8,+,CUL5,uc001pjv.3-8,2.0
chr11,107944116,107944224,ENST00000393094,uc001pjv.3,9,+,CUL5,uc001pjv.3-9,0.0
chr11,107948902,107948967,ENST00000393094,uc001pjv.3,10,+,CUL5,uc001pjv.3-10,2.0
chr11,107959253,107959386,ENST00000393094,uc001pjv.3,11,+,CUL5,uc001pjv.3-11,1.0
chr11,107960218,107960350,ENST00000393094,uc001pjv.3,12,+,CUL5,uc001pjv.3-12,0.0
chr11,107965117,107965241,ENST00000393094,uc001pjv.3,13,+,CUL5,uc001pjv.3-13,1.0
chr11,107965538,107965714,ENST00000393094,uc001pjv.3,14,+,CUL5,uc001pjv.3-14,2.0
chr11,107966256,107966418,ENST00000393094,uc001pjv.3,15,+,CUL5,uc001pjv.3-15,0.0
chr11,107968362,107968481,ENST00000393094,uc001pjv.3,16,+,CUL5,uc001pjv.3-16,2.0
chr11,107969132,107969256,ENST00000393094,uc001pjv.3,17,+,CUL5,uc001pjv.3-17,1.0
chr11,107974916,107975111,ENST00000393094,uc001pjv.3,18,+,CUL5,uc001pjv.3-18,0.0
chr11,108098351,108098423,ENST00000278616,uc001pkb.1,1,+,ATM,uc001pkb.1-1,0.0
chr11,108098502,108098615,ENST00000278616,uc001pkb.1,2,+,ATM,uc001pkb.1-2,2.0
chr11,108099904,108100050,ENST00000278616,uc001pkb.1,3,+,ATM,uc001pkb.1-3,2.0
chr11,108106396,108106561,ENST00000278616,uc001pkb.1,4,+,ATM,uc001pkb.1-4,0.0
chr11,108114679,108114845,ENST00000278616,uc001pkb.1,5,+,ATM,uc001pkb.1-5,1.0
chr11,108115514,108115753,ENST00000278616,uc001pkb.1,6,+,ATM,uc001pkb.1-6,2.0
chr11,108117690,108117854,ENST00000278616,uc001pkb.1,7,+,ATM,uc001pkb.1-7,2.0
chr11,108119659,108119829,ENST00000278616,uc001pkb.1,8,+,ATM,uc001pkb.1-8,2.0
chr11,108121427,108121799,ENST00000278616,uc001pkb.1,9,+,ATM,uc001pkb.1-9,0.0
chr11,108122563,108122758,ENST00000278616,uc001pkb.1,10,+,ATM,uc001pkb.1-10,0.0
chr11,108123543,108123639,ENST00000278616,uc001pkb.1,11,+,ATM,uc001pkb.1-11,0.0
chr11,108124540,108124766,ENST00000278616,uc001pkb.1,12,+,ATM,uc001pkb.1-12,1.0
chr11,108126941,108127067,ENST00000278616,uc001pkb.1,13,+,ATM,uc001pkb.1-13,0.0
chr11,108128207,108128333,ENST00000278616,uc001pkb.1,14,+,ATM,uc001pkb.1-14,0.0
chr11,108129712,108129802,ENST00000278616,uc001pkb.1,15,+,ATM,uc001pkb.1-15,0.0
chr11,108137897,108138069,ENST00000278616,uc001pkb.1,16,+,ATM,uc001pkb.1-16,1.0
chr11,108139136,108139336,ENST00000278616,uc001pkb.1,17,+,ATM,uc001pkb.1-17,2.0
chr11,108141790,108141873,ENST00000278616,uc001pkb.1,18,+,ATM,uc001pkb.1-18,2.0
chr11,108141977,108142133,ENST00000278616,uc001pkb.1,19,+,ATM,uc001pkb.1-19,0.0
chr11,108143258,108143334,ENST00000278616,uc001pkb.1,20,+,ATM,uc001pkb.1-20,1.0
chr11,108143448,108143579,ENST00000278616,uc001pkb.1,21,+,ATM,uc001pkb.1-21,2.0
chr11,108150217,108150335,ENST00000278616,uc001pkb.1,22,+,ATM,uc001pkb.1-22,1.0
chr11,108151721,108151895,ENST00000278616,uc001pkb.1,23,+,ATM,uc001pkb.1-23,0.0
chr11,108153436,108153606,ENST00000278616,uc001pkb.1,24,+,ATM,uc001pkb.1-24,2.0
chr11,108154953,108155200,ENST00000278616,uc001pkb.1,25,+,ATM,uc001pkb.1-25,1.0
chr11,108158326,108158442,ENST00000278616,uc001pkb.1,26,+,ATM,uc001pkb.1-26,2.0
chr11,108159703,108159830,ENST00000278616,uc001pkb.1,27,+,ATM,uc001pkb.1-27,1.0
chr11,108160328,108160528,ENST00000278616,uc001pkb.1,28,+,ATM,uc001pkb.1-28,2.0
chr11,108163345,108163520,ENST00000278616,uc001pkb.1,29,+,ATM,uc001pkb.1-29,1.0
chr11,108164039,108164204,ENST00000278616,uc001pkb.1,30,+,ATM,uc001pkb.1-30,0.0
chr11,108165653,108165786,ENST00000278616,uc001pkb.1,31,+,ATM,uc001pkb.1-31,1.0
chr11,108168013,108168109,ENST00000278616,uc001pkb.1,32,+,ATM,uc001pkb.1-32,0.0
chr11,108170440,108170612,ENST00000278616,uc001pkb.1,33,+,ATM,uc001pkb.1-33,1.0
chr11,108172374,108172516,ENST00000278616,uc001pkb.1,34,+,ATM,uc001pkb.1-34,1.0
chr11,108173579,108173756,ENST00000278616,uc001pkb.1,35,+,ATM,uc001pkb.1-35,0.0
chr11,108175401,108175579,ENST00000278616,uc001pkb.1,36,+,ATM,uc001pkb.1-36,1.0
chr11,108178623,108178711,ENST00000278616,uc001pkb.1,37,+,ATM,uc001pkb.1-37,1.0
chr11,108180886,108181042,ENST00000278616,uc001pkb.1,38,+,ATM,uc001pkb.1-38,0.0
chr11,108183137,108183225,ENST00000278616,uc001pkb.1,39,+,ATM,uc001pkb.1-39,1.0
chr11,108186549,108186638,ENST00000278616,uc001pkb.1,40,+,ATM,uc001pkb.1-40,2.0
chr11,108186737,108186840,ENST00000278616,uc001pkb.1,41,+,ATM,uc001pkb.1-41,1.0
chr11,108188099,108188248,ENST00000278616,uc001pkb.1,42,+,ATM,uc001pkb.1-42,2.0
chr11,108190680,108190785,ENST00000278616,uc001pkb.1,43,+,ATM,uc001pkb.1-43,0.0
chr11,108192027,108192147,ENST00000278616,uc001pkb.1,44,+,ATM,uc001pkb.1-44,0.0
chr11,108196036,108196271,ENST00000278616,uc001pkb.1,45,+,ATM,uc001pkb.1-45,1.0
chr11,108196784,108196952,ENST00000278616,uc001pkb.1,46,+,ATM,uc001pkb.1-46,0.0
chr11,108198371,108198485,ENST00000278616,uc001pkb.1,47,+,ATM,uc001pkb.1-47,0.0
chr11,108199747,108199965,ENST00000278616,uc001pkb.1,48,+,ATM,uc001pkb.1-48,2.0
chr11,108200940,108201148,ENST00000278616,uc001pkb.1,49,+,ATM,uc001pkb.1-49,1.0
chr11,108202170,108202284,ENST00000278616,uc001pkb.1,50,+,ATM,uc001pkb.1-50,0.0
chr11,108202605,108202764,ENST00000278616,uc001pkb.1,51,+,ATM,uc001pkb.1-51,0.0
chr11,108203488,108203627,ENST00000278616,uc001pkb.1,52,+,ATM,uc001pkb.1-52,1.0
chr11,108204612,108204695,ENST00000278616,uc001pkb.1,53,+,ATM,uc001pkb.1-53,2.0
chr11,108205695,108205836,ENST00000278616,uc001pkb.1,54,+,ATM,uc001pkb.1-54,0.0
chr11,108206571,108206688,ENST00000278616,uc001pkb.1,55,+,ATM,uc001pkb.1-55,0.0
chr11,108213948,108214098,ENST00000278616,uc001pkb.1,56,+,ATM,uc001pkb.1-56,0.0
chr11,108216469,108216635,ENST00000278616,uc001pkb.1,57,+,ATM,uc001pkb.1-57,1.0
chr11,108218005,108218092,ENST00000278616,uc001pkb.1,58,+,ATM,uc001pkb.1-58,0.0
chr11,108224492,108224607,ENST00000278616,uc001pkb.1,59,+,ATM,uc001pkb.1-59,1.0
chr11,108225537,108225601,ENST00000278616,uc001pkb.1,60,+,ATM,uc001pkb.1-60,1.0
chr11,108235808,108235945,ENST00000278616,uc001pkb.1,61,+,ATM,uc001pkb.1-61,2.0
chr11,108236051,108236235,ENST00000278616,uc001pkb.1,62,+,ATM,uc001pkb.1-62,1.0
chr11,118307227,118307659,ENST00000534358,uc001ptb.3,0,+,KMT2A,uc001ptb.3-0,0.0
chr11,118339489,118339559,ENST00000534358,uc001ptb.3,1,+,KMT2A,uc001ptb.3-1,1.0
chr11,118342376,118345030,ENST00000534358,uc001ptb.3,2,+,KMT2A,uc001ptb.3-2,2.0
chr11,118347519,118347697,ENST00000534358,uc001ptb.3,3,+,KMT2A,uc001ptb.3-3,1.0
chr11,118348681,118348916,ENST00000534358,uc001ptb.3,4,+,KMT2A,uc001ptb.3-4,1.0
chr11,118350888,118350953,ENST00000534358,uc001ptb.3,5,+,KMT2A,uc001ptb.3-5,2.0
chr11,118352429,118352807,ENST00000534358,uc001ptb.3,6,+,KMT2A,uc001ptb.3-6,0.0
chr11,118353136,118353210,ENST00000534358,uc001ptb.3,7,+,KMT2A,uc001ptb.3-7,2.0
chr11,118354897,118355029,ENST00000534358,uc001ptb.3,8,+,KMT2A,uc001ptb.3-8,0.0
chr11,118355576,118355690,ENST00000534358,uc001ptb.3,9,+,KMT2A,uc001ptb.3-9,0.0
chr11,118359328,118359475,ENST00000534358,uc001ptb.3,10,+,KMT2A,uc001ptb.3-10,0.0
chr11,118360506,118360602,ENST00000534358,uc001ptb.3,11,+,KMT2A,uc001ptb.3-11,0.0
chr11,118360843,118360964,ENST00000534358,uc001ptb.3,12,+,KMT2A,uc001ptb.3-12,1.0
chr11,118361910,118362033,ENST00000534358,uc001ptb.3,13,+,KMT2A,uc001ptb.3-13,0.0
chr11,118362458,118362643,ENST00000534358,uc001ptb.3,14,+,KMT2A,uc001ptb.3-14,2.0
chr11,118363771,118363945,ENST00000534358,uc001ptb.3,15,+,KMT2A,uc001ptb.3-15,0.0
chr11,118365002,118365113,ENST00000534358,uc001ptb.3,16,+,KMT2A,uc001ptb.3-16,0.0
chr11,118365408,118365482,ENST00000534358,uc001ptb.3,17,+,KMT2A,uc001ptb.3-17,2.0
chr11,118366414,118366608,ENST00000534358,uc001ptb.3,18,+,KMT2A,uc001ptb.3-18,2.0
chr11,118366975,118367082,ENST00000534358,uc001ptb.3,19,+,KMT2A,uc001ptb.3-19,2.0
chr11,118368650,118368788,ENST00000534358,uc001ptb.3,20,+,KMT2A,uc001ptb.3-20,0.0
chr11,118369084,118369243,ENST00000534358,uc001ptb.3,21,+,KMT2A,uc001ptb.3-21,0.0
chr11,118370017,118370135,ENST00000534358,uc001ptb.3,22,+,KMT2A,uc001ptb.3-22,1.0
chr11,118370549,118370628,ENST00000534358,uc001ptb.3,23,+,KMT2A,uc001ptb.3-23,1.0
chr11,118371701,118371862,ENST00000534358,uc001ptb.3,24,+,KMT2A,uc001ptb.3-24,2.0
chr11,118372386,118372572,ENST00000534358,uc001ptb.3,25,+,KMT2A,uc001ptb.3-25,0.0
chr11,118373112,118377361,ENST00000534358,uc001ptb.3,26,+,KMT2A,uc001ptb.3-26,1.0
chr11,118378243,118378324,ENST00000534358,uc001ptb.3,27,+,KMT2A,uc001ptb.3-27,0.0
chr11,118379850,118379915,ENST00000534358,uc001ptb.3,28,+,KMT2A,uc001ptb.3-28,2.0
chr11,118380662,118380833,ENST00000534358,uc001ptb.3,29,+,KMT2A,uc001ptb.3-29,0.0
chr11,118382665,118382740,ENST00000534358,uc001ptb.3,30,+,KMT2A,uc001ptb.3-30,0.0
chr11,118390332,118390507,ENST00000534358,uc001ptb.3,31,+,KMT2A,uc001ptb.3-31,1.0
chr11,118390671,118390779,ENST00000534358,uc001ptb.3,32,+,KMT2A,uc001ptb.3-32,0.0
chr11,118391516,118391600,ENST00000534358,uc001ptb.3,33,+,KMT2A,uc001ptb.3-33,0.0
chr11,118392002,118392132,ENST00000534358,uc001ptb.3,34,+,KMT2A,uc001ptb.3-34,1.0
chr11,118392611,118392887,ENST00000534358,uc001ptb.3,35,+,KMT2A,uc001ptb.3-35,0.0
chr12,4648105,4648122,ENST00000228843,uc001qmw.3,0,+,RAD51AP1,uc001qmw.3-0,2.0
chr12,4651049,4651099,ENST00000228843,uc001qmw.3,1,+,RAD51AP1,uc001qmw.3-1,2.0
chr12,4652928,4653070,ENST00000228843,uc001qmw.3,2,+,RAD51AP1,uc001qmw.3-2,1.0
chr12,4654947,4654998,ENST00000228843,uc001qmw.3,3,+,RAD51AP1,uc001qmw.3-3,0.0
chr12,4655474,4655584,ENST00000228843,uc001qmw.3,4,+,RAD51AP1,uc001qmw.3-4,2.0
chr12,4657257,4657344,ENST00000228843,uc001qmw.3,5,+,RAD51AP1,uc001qmw.3-5,0.0
chr12,4657852,4658002,ENST00000228843,uc001qmw.3,6,+,RAD51AP1,uc001qmw.3-6,0.0
chr12,4662148,4662313,ENST00000228843,uc001qmw.3,7,+,RAD51AP1,uc001qmw.3-7,0.0
chr12,4665518,4665668,ENST00000228843,uc001qmw.3,8,+,RAD51AP1,uc001qmw.3-8,0.0
chr12,4668022,4668159,ENST00000228843,uc001qmw.3,9,+,RAD51AP1,uc001qmw.3-9,2.0
chr12,6679841,6679859,ENST00000357008,uc001qpo.3,0,-,CHD4,uc001qpo.3-0,0.0
chr12,6680034,6680198,ENST00000357008,uc001qpo.3,1,-,CHD4,uc001qpo.3-1,2.0
chr12,6682239,6682435,ENST00000357008,uc001qpo.3,2,-,CHD4,uc001qpo.3-2,1.0
chr12,6686950,6687083,ENST00000357008,uc001qpo.3,3,-,CHD4,uc001qpo.3-3,1.0
chr12,6687194,6687303,ENST00000357008,uc001qpo.3,4,-,CHD4,uc001qpo.3-4,1.0
chr12,6687574,6687712,ENST00000357008,uc001qpo.3,5,-,CHD4,uc001qpo.3-5,0.0
chr12,6688011,6688083,ENST00000357008,uc001qpo.3,6,-,CHD4,uc001qpo.3-6,0.0
chr12,6690209,6690339,ENST00000357008,uc001qpo.3,7,-,CHD4,uc001qpo.3-7,1.0
chr12,6690456,6690554,ENST00000357008,uc001qpo.3,8,-,CHD4,uc001qpo.3-8,2.0
chr12,6690814,6690980,ENST00000357008,uc001qpo.3,9,-,CHD4,uc001qpo.3-9,1.0
chr12,6691302,6691447,ENST00000357008,uc001qpo.3,10,-,CHD4,uc001qpo.3-10,1.0
chr12,6691780,6691914,ENST00000357008,uc001qpo.3,11,-,CHD4,uc001qpo.3-11,2.0
chr12,6692013,6692102,ENST00000357008,uc001qpo.3,12,-,CHD4,uc001qpo.3-12,2.0
chr12,6692192,6692279,ENST00000357008,uc001qpo.3,13,-,CHD4,uc001qpo.3-13,0.0
chr12,6692363,6692544,ENST00000357008,uc001qpo.3,14,-,CHD4,uc001qpo.3-14,1.0
chr12,6696549,6696725,ENST00000357008,uc001qpo.3,15,-,CHD4,uc001qpo.3-15,2.0
chr12,6696877,6697115,ENST00000357008,uc001qpo.3,16,-,CHD4,uc001qpo.3-16,1.0
chr12,6697463,6697588,ENST00000357008,uc001qpo.3,17,-,CHD4,uc001qpo.3-17,2.0
chr12,6700631,6700749,ENST00000357008,uc001qpo.3,18,-,CHD4,uc001qpo.3-18,1.0
chr12,6700859,6700991,ENST00000357008,uc001qpo.3,19,-,CHD4,uc001qpo.3-19,0.0
chr12,6701081,6701223,ENST00000357008,uc001qpo.3,20,-,CHD4,uc001qpo.3-20,1.0
chr12,6701558,6701732,ENST00000357008,uc001qpo.3,21,-,CHD4,uc001qpo.3-21,0.0
chr12,6701861,6701983,ENST00000357008,uc001qpo.3,22,-,CHD4,uc001qpo.3-22,2.0
chr12,6702256,6702394,ENST00000357008,uc001qpo.3,23,-,CHD4,uc001qpo.3-23,0.0
chr12,6702581,6702782,ENST00000357008,uc001qpo.3,24,-,CHD4,uc001qpo.3-24,0.0
chr12,6703624,6703816,ENST00000357008,uc001qpo.3,25,-,CHD4,uc001qpo.3-25,0.0
chr12,6704499,6704596,ENST00000357008,uc001qpo.3,26,-,CHD4,uc001qpo.3-26,1.0
chr12,6705171,6705303,ENST00000357008,uc001qpo.3,27,-,CHD4,uc001qpo.3-27,0.0
chr12,6707059,6707265,ENST00000357008,uc001qpo.3,28,-,CHD4,uc001qpo.3-28,2.0
chr12,6707387,6707591,ENST00000357008,uc001qpo.3,29,-,CHD4,uc001qpo.3-29,0.0
chr12,6708938,6709178,ENST00000357008,uc001qpo.3,30,-,CHD4,uc001qpo.3-30,0.0
chr12,6709382,6709561,ENST00000357008,uc001qpo.3,31,-,CHD4,uc001qpo.3-31,2.0
chr12,6709699,6709835,ENST00000357008,uc001qpo.3,32,-,CHD4,uc001qpo.3-32,1.0
chr12,6710091,6710219,ENST00000357008,uc001qpo.3,33,-,CHD4,uc001qpo.3-33,2.0
chr12,6710454,6710696,ENST00000357008,uc001qpo.3,34,-,CHD4,uc001qpo.3-34,2.0
chr12,6710813,6710932,ENST00000357008,uc001qpo.3,35,-,CHD4,uc001qpo.3-35,2.0
chr12,6711125,6711341,ENST00000357008,uc001qpo.3,36,-,CHD4,uc001qpo.3-36,0.0
chr12,6711541,6711663,ENST00000357008,uc001qpo.3,37,-,CHD4,uc001qpo.3-37,2.0
chr12,6715439,6715539,ENST00000357008,uc001qpo.3,38,-,CHD4,uc001qpo.3-38,1.0
chr12,14576849,14578407,ENST00000261168,uc001rbw.3,1,+,ATF7IP,uc001rbw.3-1,1.0
chr12,14587270,14587357,ENST00000261168,uc001rbw.3,2,+,ATF7IP,uc001rbw.3-2,0.0
chr12,14589039,14589185,ENST00000261168,uc001rbw.3,3,+,ATF7IP,uc001rbw.3-3,2.0
chr12,14591063,14591201,ENST00000261168,uc001rbw.3,4,+,ATF7IP,uc001rbw.3-4,0.0
chr12,14599921,14599987,ENST00000261168,uc001rbw.3,5,+,ATF7IP,uc001rbw.3-5,0.0
chr12,14609494,14609568,ENST00000261168,uc001rbw.3,6,+,ATF7IP,uc001rbw.3-6,2.0
chr12,14610140,14610229,ENST00000261168,uc001rbw.3,7,+,ATF7IP,uc001rbw.3-7,2.0
chr12,14613428,14614067,ENST00000261168,uc001rbw.3,8,+,ATF7IP,uc001rbw.3-8,0.0
chr12,14619459,14619524,ENST00000261168,uc001rbw.3,9,+,ATF7IP,uc001rbw.3-9,2.0
chr12,14628823,14628902,ENST00000261168,uc001rbw.3,10,+,ATF7IP,uc001rbw.3-10,1.0
chr12,14631250,14631406,ENST00000261168,uc001rbw.3,11,+,ATF7IP,uc001rbw.3-11,0.0
chr12,14633936,14634119,ENST00000261168,uc001rbw.3,12,+,ATF7IP,uc001rbw.3-12,0.0
chr12,14649164,14649277,ENST00000261168,uc001rbw.3,13,+,ATF7IP,uc001rbw.3-13,2.0
chr12,14650587,14651007,ENST00000261168,uc001rbw.3,14,+,ATF7IP,uc001rbw.3-14,0.0
chr12,18435015,18435693,ENST00000433979,uc001rdt.3,1,+,PIK3C2G,uc001rdt.3-1,0.0
chr12,18439780,18439863,ENST00000433979,uc001rdt.3,2,+,PIK3C2G,uc001rdt.3-2,2.0
